@ 0
# 2292.0 199.3
@ 0
# 2278.9 175.5
@ 0
# 2265.0 166.3
@ 0
# 2272.5 176.3
@ 0
# 2283.7 180.2
@ 0
# 2301.4 173.7
@ 0
# 2306.1 192.4
@ 0
# 2223.9 184.3
@ 0
# 2261.2 165.2
@ 0
# 2286.6 159.0
@ 0
# 2231.6 155.7
@ 0
# 2288.4 160.7
@ 0
# 2278.3 163.5
@ 0
# 2202.5 165.8
@ 0
# 2195.4 157.2
@ 0
# 2270.4 160.0
@ 0
# 2283.6 165.6
@ 0
# 2231.6 152.1
@ 0
# 2205.9 163.7
@ 0
# 2221.7 151.5
@ 0
# 2276.6 150.8
@ 0
# 2267.2 153.6
@ 0
# 2223.7 142.3
======================
@ 0
# 2253.9 151.3
@ 0
# 2323.1 169.5
@ 0
# 2259.7 164.3
@ 0
# 2338.5 150.0
@ 0
# 2291.2 155.5
@ 0
# 2348.2 139.5
@ 0
# 2292.6 149.5
@ 0
# 2357.6 139.3
@ 0
# 2293.3 142.7
@ 0
# 2359.1 134.6
@ 0
# 2289.4 128.1
@ 0
# 2352.4 140.1
@ 0
# 2286.9 138.8
@ 0
# 2347.5 140.1
@ 0
# 2296.9 141.0
@ 0
# 2348.2 137.5
@ 0
# 2312.8 129.4
@ 0
# 2341.9 134.6
@ 0
# 2339.2 120.0
@ 0
# 2313.6 122.5
@ 0
# 2387.4 123.2
@ 0
# 2375.8 122.8
@ 0
# 2299.7 121.5
@ 0
# 2263.9 134.3
@ 0
# 2320.3 132.6
@ 0
# 2350.7 146.1
======================
@ 1
# 2273.4 142.7
@ 0
# 2208.2 269.9
======================
@ 1
# 2158.7 269.7
@ 0
# 2310.4 263.5
@ 0
# 2256.6 265.2
@ 0
# 2219.0 265.7
@ 0
# 2180.8 265.9
@ 0
# 2133.9 264.6
@ 0
# 2087.2 265.0
@ 0
# 2055.5 265.0
@ 0
# 2025.3 264.8
@ 0
# 1995.2 264.8
@ 0
# 1964.0 265.4
@ 0
# 1932.0 264.8
@ 0
# 1909.6 264.6
@ 0
# 2211.7 236.1
@ 0
# 2076.3 216.8
@ 0
# 2211.7 206.8
======================
